,Unnamed: 0,artists,album_name,popularity,track_genre,album_id,duration,Album Rating
667,667,Twenty One Pilots,Blurryface,82,rock,3cQO7jp5S9qLBoIVtbkSM1,214506.0,83.5
669,669,Twenty One Pilots,Trench,76,rock,621cXqrTSSJi1WqDMSLmbL,324466.0,76.0
671,671,Aries,WELCOME HOME,58,sad,2NDlOOZNBvq6B26feV4gJc,180789.0,56.4
678,678,Sufjan Stevens,Carrie & Lowell,81,singer-songwriter,64xtjfsPHNHch0CZ7fPTjS,279316.0,68.8
682,682,Descendents,Hypercaffium Spazzinate (Deluxe Edition),32,ska,2hGGxQXnZpKXPmQJUgLGXS,105864.0,32.0
683,683,Frank Ocean,Blonde,85,soul,3mH6qwIy9crq0I9YQbOuDf,184516.0,73.6
684,684,Frank Ocean,channel ORANGE,85,soul,392p3shh2jkxUxY2VHvlH8,234093.0,75.2
696,696,The Internet;KAYTRANADA,Ego Death,68,soul,69g3CtOVg98TPOwqmI2K7Q,415613.0,68.0
697,697,Dijon,Absolutely,69,soul,4E691gbRgo2Zb6ToII2DWO,184767.0,69.0
702,702,ABBA,Voyage,52,swedish,0uUtGVj0y9FjfKful7cABY,309160.0,56.3
708,708,Chairlift,Something,56,synth-pop,4nYzn3xOXQsltWZ5AIQns7,207306.0,56.0
709,709,La Roux,Trouble In Paradise,25,synth-pop,5RDoYTf4YYNQby1ECCwR2C,246179.0,25.0
710,710,FKA twigs;The Weeknd,CAPRISONGS,60,trip-hop,3G77BQuJy3jahjdkKQNNNM,196760.0,52.3
712,712,FKA twigs,MAGDALENE,63,trip-hop,3DMR3yM5crnt1dG9lLaMTZ,204066.0,53.2
732,732,Little Dragon,Ritual Union,59,trip-hop,1BQVdofe7ROnSoaiC9418p,210266.0,59.0
737,737,Boards of Canada,Tomorrow's Harvest,42,trip-hop,159ORixBSSemxiualv1Woj,287403.0,42.0
